subject_id,split,size,z,depth,slice_score,n_classes_in_slice,class_name,class_idx,area,area_frac
s0292,train,128,3,128,8.1754,15,sternum,85,108,0.00659
s0292,train,128,3,128,8.1754,15,autochthon_right,6,70,0.00427
s0292,train,128,3,128,8.1754,15,autochthon_left,5,62,0.00378
s0292,train,128,3,128,8.1754,15,brachiocephalic_vein_left,8,48,0.00293
s0292,train,128,3,128,8.1754,15,vertebrae_T3,108,36,0.0022
s0292,train,128,3,128,8.1754,15,scapula_right,80,35,0.00214
s0292,train,128,3,128,8.1754,15,brachiocephalic_vein_right,9,32,0.00195
s0292,train,128,3,128,8.1754,15,costal_cartilages,16,31,0.00189
s0292,train,128,3,128,8.1754,15,scapula_left,79,30,0.00183
s0292,train,128,3,128,8.1754,15,trachea,91,28,0.00171
s0292,train,128,3,128,8.1754,15,rib_right_1,66,27,0.00165
s0293,train,128,114,128,10.2482,16,liver,44,791,0.04828
s0293,train,128,114,128,10.2482,16,heart,28,270,0.01648
s0293,train,128,114,128,10.2482,16,lung_lower_lobe_left,45,171,0.01044
s0293,train,128,114,128,10.2482,16,spleen,84,171,0.01044
s0293,train,128,114,128,10.2482,16,lung_upper_lobe_left,48,141,0.00861
s0293,train,128,114,128,10.2482,16,lung_middle_lobe_right,47,124,0.00757
s0293,train,128,114,128,10.2482,16,vertebrae_T10,115,124,0.00757
s0293,train,128,114,128,10.2482,16,stomach,86,123,0.00751
s0293,train,128,114,128,10.2482,16,lung_lower_lobe_right,46,88,0.00537
s0293,train,128,114,128,10.2482,16,costal_cartilages,16,52,0.00317
s0293,train,128,114,128,10.2482,16,autochthon_left,5,49,0.00299
s0293,train,128,114,128,10.2482,16,autochthon_right,6,44,0.00269
s0293,train,128,114,128,10.2482,16,aorta,3,41,0.0025
s0293,train,128,114,128,10.2482,16,colon,13,41,0.0025
s0293,train,128,114,128,10.2482,16,inferior_vena_cava,39,39,0.00238
s0293,train,128,114,128,10.2482,16,esophagus,18,32,0.00195
s0294,train,128,59,128,9.0005,11,liver,44,1341,0.08185
s0294,train,128,59,128,9.0005,11,lung_lower_lobe_right,46,191,0.01166
s0294,train,128,59,128,9.0005,11,lung_lower_lobe_left,45,173,0.01056
s0294,train,128,59,128,9.0005,11,heart,28,164,0.01001
s0294,train,128,59,128,9.0005,11,spleen,84,124,0.00757
s0294,train,128,59,128,9.0005,11,costal_cartilages,16,120,0.00732
s0294,train,128,59,128,9.0005,11,vertebrae_T11,116,112,0.00684
s0294,train,128,59,128,9.0005,11,autochthon_left,5,93,0.00568
s0294,train,128,59,128,9.0005,11,autochthon_right,6,85,0.00519
s0294,train,128,59,128,9.0005,11,inferior_vena_cava,39,41,0.0025
s0294,train,128,59,128,9.0005,11,aorta,3,35,0.00214
s0295,test,128,14,128,13.212,21,lung_upper_lobe_left,48,1260,0.0769
s0295,test,128,14,128,13.212,21,lung_upper_lobe_right,49,1090,0.06653
s0295,test,128,14,128,13.212,21,sternum,85,363,0.02216
s0295,test,128,14,128,13.212,21,autochthon_right,6,280,0.01709
s0295,test,128,14,128,13.212,21,vertebrae_T2,107,272,0.0166
s0295,test,128,14,128,13.212,21,autochthon_left,5,259,0.01581
s0295,test,128,14,128,13.212,21,rib_left_1,54,177,0.0108
s0295,test,128,14,128,13.212,21,vertebrae_T1,106,166,0.01013
s0295,test,128,14,128,13.212,21,rib_right_2,67,148,0.00903
s0295,test,128,14,128,13.212,21,clavicula_right,12,114,0.00696
s0295,test,128,14,128,13.212,21,rib_left_2,55,114,0.00696
s0295,test,128,14,128,13.212,21,brachiocephalic_vein_right,9,110,0.00671
s0295,test,128,14,128,13.212,21,rib_right_1,66,109,0.00665
s0295,test,128,14,128,13.212,21,brachiocephalic_vein_left,8,103,0.00629
s0295,test,128,14,128,13.212,21,trachea,91,94,0.00574
s0295,test,128,14,128,13.212,21,clavicula_left,11,89,0.00543
s0295,test,128,14,128,13.212,21,brachiocephalic_trunk,7,77,0.0047
s0295,test,128,14,128,13.212,21,spinal_cord,83,71,0.00433
s0295,test,128,14,128,13.212,21,esophagus,18,55,0.00336
s0295,test,128,14,128,13.212,21,subclavian_artery_left,87,41,0.0025
s0295,test,128,14,128,13.212,21,common_carotid_artery_left,14,29,0.00177
s0296,train,128,103,128,10.5851,16,lung_upper_lobe_left,48,1388,0.08472
s0296,train,128,103,128,10.5851,16,lung_upper_lobe_right,49,1111,0.06781
s0296,train,128,103,128,10.5851,16,vertebrae_T2,107,727,0.04437
s0296,train,128,103,128,10.5851,16,vertebrae_T1,106,456,0.02783
s0296,train,128,103,128,10.5851,16,autochthon_left,5,292,0.01782
s0296,train,128,103,128,10.5851,16,trachea,91,272,0.0166
s0296,train,128,103,128,10.5851,16,autochthon_right,6,238,0.01453
s0296,train,128,103,128,10.5851,16,rib_right_2,67,194,0.01184
s0296,train,128,103,128,10.5851,16,spinal_cord,83,149,0.00909
s0296,train,128,103,128,10.5851,16,subclavian_artery_right,88,132,0.00806
s0296,train,128,103,128,10.5851,16,esophagus,18,112,0.00684
s0296,train,128,103,128,10.5851,16,rib_left_6,59,97,0.00592
s0296,train,128,103,128,10.5851,16,rib_left_1,54,70,0.00427
s0296,train,128,103,128,10.5851,16,rib_left_2,55,59,0.0036
s0296,train,128,103,128,10.5851,16,subclavian_artery_left,87,41,0.0025
s0296,train,128,103,128,10.5851,16,vertebrae_C7,99,39,0.00238
s0298,train,128,96,128,8.6485,15,liver,44,996,0.06079
s0298,train,128,96,128,8.6485,15,colon,13,317,0.01935
s0298,train,128,96,128,8.6485,15,stomach,86,148,0.00903
s0298,train,128,96,128,8.6485,15,small_bowel,82,126,0.00769
s0298,train,128,96,128,8.6485,15,kidney_right,43,107,0.00653
s0298,train,128,96,128,8.6485,15,spleen,84,98,0.00598
s0298,train,128,96,128,8.6485,15,portal_vein_and_splenic_vein,51,93,0.00568
s0298,train,128,96,128,8.6485,15,vertebrae_T12,117,93,0.00568
s0298,train,128,96,128,8.6485,15,costal_cartilages,16,73,0.00446
s0298,train,128,96,128,8.6485,15,pancreas,50,71,0.00433
s0298,train,128,96,128,8.6485,15,autochthon_left,5,45,0.00275
s0298,train,128,96,128,8.6485,15,autochthon_right,6,45,0.00275
s0298,train,128,96,128,8.6485,15,inferior_vena_cava,39,36,0.0022
s0298,train,128,96,128,8.6485,15,aorta,3,30,0.00183
s0298,train,128,96,128,8.6485,15,kidney_left,42,27,0.00165
s0299,train,128,37,128,6.3325,8,liver,44,644,0.03931
s0299,train,128,37,128,6.3325,8,lung_lower_lobe_right,46,253,0.01544
s0299,train,128,37,128,6.3325,8,lung_lower_lobe_left,45,198,0.01208
s0299,train,128,37,128,6.3325,8,heart,28,145,0.00885
s0299,train,128,37,128,6.3325,8,lung_middle_lobe_right,47,140,0.00854
s0299,train,128,37,128,6.3325,8,costal_cartilages,16,101,0.00616
s0299,train,128,37,128,6.3325,8,spleen,84,94,0.00574
s0299,train,128,37,128,6.3325,8,inferior_vena_cava,39,46,0.00281
s0300,train,128,91,128,9.2816,19,liver,44,401,0.02448
s0300,train,128,91,128,9.2816,19,colon,13,165,0.01007
s0300,train,128,91,128,9.2816,19,kidney_right,43,139,0.00848
s0300,train,128,91,128,9.2816,19,autochthon_left,5,131,0.008
s0300,train,128,91,128,9.2816,19,small_bowel,82,125,0.00763
s0300,train,128,91,128,9.2816,19,vertebrae_L2,101,125,0.00763
s0300,train,128,91,128,9.2816,19,autochthon_right,6,119,0.00726
s0300,train,128,91,128,9.2816,19,kidney_left,42,111,0.00677
s0300,train,128,91,128,9.2816,19,stomach,86,105,0.00641
s0300,train,128,91,128,9.2816,19,duodenum,17,60,0.00366
s0300,train,128,91,128,9.2816,19,pancreas,50,54,0.0033
s0300,train,128,91,128,9.2816,19,kidney_cyst_left,40,49,0.00299
s0300,train,128,91,128,9.2816,19,aorta,3,33,0.00201
s0300,train,128,91,128,9.2816,19,gallbladder,21,33,0.00201
s0300,train,128,91,128,9.2816,19,inferior_vena_cava,39,29,0.00177
s0300,train,128,91,128,9.2816,19,iliopsoas_right,38,28,0.00171
s0300,train,128,91,128,9.2816,19,vertebrae_L1,100,28,0.00171
s0300,train,128,91,128,9.2816,19,iliopsoas_left,37,26,0.00159
s0300,train,128,91,128,9.2816,19,spinal_cord,83,25,0.00153
s0301,train,128,101,128,9.1464,15,colon,13,373,0.02277
s0301,train,128,101,128,9.1464,15,gluteus_medius_right,25,260,0.01587
s0301,train,128,101,128,9.1464,15,hip_right,30,211,0.01288
s0301,train,128,101,128,9.1464,15,gluteus_medius_left,24,207,0.01263
s0301,train,128,101,128,9.1464,15,hip_left,29,200,0.01221
s0301,train,128,101,128,9.1464,15,vertebrae_S1,105,178,0.01086
s0301,train,128,101,128,9.1464,15,small_bowel,82,162,0.00989
s0301,train,128,101,128,9.1464,15,iliopsoas_left,37,142,0.00867
s0301,train,128,101,128,9.1464,15,sacrum,78,116,0.00708
s0301,train,128,101,128,9.1464,15,vertebrae_L5,104,102,0.00623
s0301,train,128,101,128,9.1464,15,autochthon_left,5,87,0.00531
s0301,train,128,101,128,9.1464,15,autochthon_right,6,86,0.00525
s0301,train,128,101,128,9.1464,15,iliopsoas_right,38,73,0.00446
s0301,train,128,101,128,9.1464,15,gluteus_maximus_right,23,71,0.00433
s0301,train,128,101,128,9.1464,15,spinal_cord,83,33,0.00201
s0303,train,128,70,128,12.0126,19,lung_upper_lobe_left,48,897,0.05475
s0303,train,128,70,128,12.0126,19,lung_lower_lobe_left,45,562,0.0343
s0303,train,128,70,128,12.0126,19,lung_lower_lobe_right,46,551,0.03363
s0303,train,128,70,128,12.0126,19,lung_middle_lobe_right,47,540,0.03296
s0303,train,128,70,128,12.0126,19,lung_upper_lobe_right,49,522,0.03186
s0303,train,128,70,128,12.0126,19,aorta,3,175,0.01068
s0303,train,128,70,128,12.0126,19,vertebrae_T8,113,164,0.01001
s0303,train,128,70,128,12.0126,19,heart,28,124,0.00757
s0303,train,128,70,128,12.0126,19,autochthon_left,5,86,0.00525
s0303,train,128,70,128,12.0126,19,pulmonary_vein,53,83,0.00507
s0303,train,128,70,128,12.0126,19,costal_cartilages,16,77,0.0047
s0303,train,128,70,128,12.0126,19,autochthon_right,6,66,0.00403
s0303,train,128,70,128,12.0126,19,sternum,85,46,0.00281
s0303,train,128,70,128,12.0126,19,atrial_appendage_left,4,39,0.00238
s0303,train,128,70,128,12.0126,19,rib_left_8,61,35,0.00214
s0303,train,128,70,128,12.0126,19,scapula_left,79,29,0.00177
s0303,train,128,70,128,12.0126,19,scapula_right,80,28,0.00171
s0303,train,128,70,128,12.0126,19,rib_right_8,73,27,0.00165
s0303,train,128,70,128,12.0126,19,rib_right_7,72,25,0.00153
s0304,train,128,107,128,12.0709,17,liver,44,1646,0.10046
s0304,train,128,107,128,12.0709,17,colon,13,365,0.02228
s0304,train,128,107,128,12.0709,17,spleen,84,325,0.01984
s0304,train,128,107,128,12.0709,17,stomach,86,287,0.01752
s0304,train,128,107,128,12.0709,17,kidney_right,43,248,0.01514
s0304,train,128,107,128,12.0709,17,pancreas,50,204,0.01245
s0304,train,128,107,128,12.0709,17,autochthon_left,5,201,0.01227
s0304,train,128,107,128,12.0709,17,autochthon_right,6,176,0.01074
s0304,train,128,107,128,12.0709,17,vertebrae_T12,117,111,0.00677
s0304,train,128,107,128,12.0709,17,lung_lower_lobe_left,45,107,0.00653
s0304,train,128,107,128,12.0709,17,vertebrae_L1,100,93,0.00568
s0304,train,128,107,128,12.0709,17,costal_cartilages,16,87,0.00531
s0304,train,128,107,128,12.0709,17,aorta,3,74,0.00452
s0304,train,128,107,128,12.0709,17,lung_lower_lobe_right,46,54,0.0033
s0304,train,128,107,128,12.0709,17,portal_vein_and_splenic_vein,51,46,0.00281
s0304,train,128,107,128,12.0709,17,spinal_cord,83,39,0.00238
s0304,train,128,107,128,12.0709,17,inferior_vena_cava,39,33,0.00201
s0305,train,128,57,128,10.2274,15,liver,44,814,0.04968
s0305,train,128,57,128,10.2274,15,spleen,84,463,0.02826
s0305,train,128,57,128,10.2274,15,lung_lower_lobe_left,45,159,0.0097
s0305,train,128,57,128,10.2274,15,colon,13,158,0.00964
s0305,train,128,57,128,10.2274,15,vertebrae_T12,117,140,0.00854
s0305,train,128,57,128,10.2274,15,gallbladder,21,139,0.00848
s0305,train,128,57,128,10.2274,15,lung_lower_lobe_right,46,122,0.00745
s0305,train,128,57,128,10.2274,15,stomach,86,89,0.00543
s0305,train,128,57,128,10.2274,15,autochthon_left,5,81,0.00494
s0305,train,128,57,128,10.2274,15,portal_vein_and_splenic_vein,51,72,0.00439
s0305,train,128,57,128,10.2274,15,autochthon_right,6,71,0.00433
s0305,train,128,57,128,10.2274,15,pancreas,50,67,0.00409
s0305,train,128,57,128,10.2274,15,costal_cartilages,16,65,0.00397
s0305,train,128,57,128,10.2274,15,aorta,3,38,0.00232
s0305,train,128,57,128,10.2274,15,inferior_vena_cava,39,26,0.00159
s0306,train,128,97,128,11.6305,19,colon,13,650,0.03967
s0306,train,128,97,128,11.6305,19,liver,44,620,0.03784
s0306,train,128,97,128,11.6305,19,autochthon_left,5,316,0.01929
s0306,train,128,97,128,11.6305,19,autochthon_right,6,289,0.01764
s0306,train,128,97,128,11.6305,19,kidney_right,43,264,0.01611
s0306,train,128,97,128,11.6305,19,vertebrae_L2,101,249,0.0152
s0306,train,128,97,128,11.6305,19,spleen,84,204,0.01245
s0306,train,128,97,128,11.6305,19,kidney_left,42,163,0.00995
s0306,train,128,97,128,11.6305,19,stomach,86,160,0.00977
s0306,train,128,97,128,11.6305,19,gallbladder,21,157,0.00958
s0306,train,128,97,128,11.6305,19,small_bowel,82,97,0.00592
s0306,train,128,97,128,11.6305,19,duodenum,17,86,0.00525
s0306,train,128,97,128,11.6305,19,costal_cartilages,16,67,0.00409
s0306,train,128,97,128,11.6305,19,pancreas,50,57,0.00348
s0306,train,128,97,128,11.6305,19,inferior_vena_cava,39,55,0.00336
s0306,train,128,97,128,11.6305,19,iliopsoas_left,37,47,0.00287
s0306,train,128,97,128,11.6305,19,aorta,3,40,0.00244
s0306,train,128,97,128,11.6305,19,vertebrae_L1,100,38,0.00232
s0306,train,128,97,128,11.6305,19,iliopsoas_right,38,37,0.00226
s0307,train,128,86,128,8.5205,11,small_bowel,82,368,0.02246
s0307,train,128,86,128,8.5205,11,colon,13,173,0.01056
s0307,train,128,86,128,8.5205,11,vertebrae_L2,101,135,0.00824
s0307,train,128,86,128,8.5205,11,autochthon_left,5,134,0.00818
s0307,train,128,86,128,8.5205,11,kidney_right,43,131,0.008
s0307,train,128,86,128,8.5205,11,kidney_left,42,130,0.00793
s0307,train,128,86,128,8.5205,11,autochthon_right,6,125,0.00763
s0307,train,128,86,128,8.5205,11,liver,44,118,0.0072
s0307,train,128,86,128,8.5205,11,stomach,86,113,0.0069
s0307,train,128,86,128,8.5205,11,duodenum,17,73,0.00446
s0307,train,128,86,128,8.5205,11,pancreas,50,49,0.00299
s0308,test,128,119,128,8.2557,11,lung_upper_lobe_left,48,399,0.02435
s0308,test,128,119,128,8.2557,11,liver,44,228,0.01392
s0308,test,128,119,128,8.2557,11,lung_upper_lobe_right,49,184,0.01123
s0308,test,128,119,128,8.2557,11,lung_lower_lobe_right,46,139,0.00848
s0308,test,128,119,128,8.2557,11,lung_middle_lobe_right,47,127,0.00775
s0308,test,128,119,128,8.2557,11,heart,28,115,0.00702
s0308,test,128,119,128,8.2557,11,lung_lower_lobe_left,45,101,0.00616
s0308,test,128,119,128,8.2557,11,aorta,3,78,0.00476
s0308,test,128,119,128,8.2557,11,vertebrae_T6,111,59,0.0036
s0308,test,128,119,128,8.2557,11,autochthon_right,6,27,0.00165
s0308,test,128,119,128,8.2557,11,costal_cartilages,16,27,0.00165
s0310,train,128,64,128,11.4936,17,lung_lower_lobe_right,46,817,0.04987
s0310,train,128,64,128,11.4936,17,lung_upper_lobe_left,48,690,0.04211
s0310,train,128,64,128,11.4936,17,lung_lower_lobe_left,45,409,0.02496
s0310,train,128,64,128,11.4936,17,lung_middle_lobe_right,47,388,0.02368
s0310,train,128,64,128,11.4936,17,heart,28,227,0.01385
s0310,train,128,64,128,11.4936,17,lung_upper_lobe_right,49,177,0.0108
s0310,train,128,64,128,11.4936,17,aorta,3,108,0.00659
s0310,train,128,64,128,11.4936,17,vertebrae_T7,112,108,0.00659
s0310,train,128,64,128,11.4936,17,pulmonary_vein,53,92,0.00562
s0310,train,128,64,128,11.4936,17,autochthon_right,6,89,0.00543
s0310,train,128,64,128,11.4936,17,autochthon_left,5,85,0.00519
s0310,train,128,64,128,11.4936,17,rib_right_8,73,76,0.00464
s0310,train,128,64,128,11.4936,17,atrial_appendage_left,4,56,0.00342
s0310,train,128,64,128,11.4936,17,rib_left_8,61,40,0.00244
s0310,train,128,64,128,11.4936,17,scapula_left,79,40,0.00244
s0310,train,128,64,128,11.4936,17,sternum,85,39,0.00238
s0310,train,128,64,128,11.4936,17,scapula_right,80,29,0.00177
s0311,test,128,114,128,10.678,13,liver,44,721,0.04401
s0311,test,128,114,128,10.678,13,lung_lower_lobe_right,46,643,0.03925
s0311,test,128,114,128,10.678,13,heart,28,515,0.03143
s0311,test,128,114,128,10.678,13,lung_lower_lobe_left,45,496,0.03027
s0311,test,128,114,128,10.678,13,vertebrae_T11,116,144,0.00879
s0311,test,128,114,128,10.678,13,spleen,84,135,0.00824
s0311,test,128,114,128,10.678,13,lung_middle_lobe_right,47,132,0.00806
s0311,test,128,114,128,10.678,13,autochthon_right,6,128,0.00781
s0311,test,128,114,128,10.678,13,autochthon_left,5,126,0.00769
s0311,test,128,114,128,10.678,13,costal_cartilages,16,101,0.00616
s0311,test,128,114,128,10.678,13,lung_upper_lobe_left,48,85,0.00519
s0311,test,128,114,128,10.678,13,aorta,3,39,0.00238
s0311,test,128,114,128,10.678,13,inferior_vena_cava,39,35,0.00214
s0312,train,128,9,128,11.0026,21,lung_upper_lobe_left,48,1285,0.07843
s0312,train,128,9,128,11.0026,21,lung_upper_lobe_right,49,939,0.05731
s0312,train,128,9,128,11.0026,21,autochthon_left,5,258,0.01575
s0312,train,128,9,128,11.0026,21,vertebrae_T3,108,245,0.01495
s0312,train,128,9,128,11.0026,21,autochthon_right,6,244,0.01489
s0312,train,128,9,128,11.0026,21,vertebrae_T2,107,237,0.01447
s0312,train,128,9,128,11.0026,21,trachea,91,131,0.008
s0312,train,128,9,128,11.0026,21,subclavian_artery_right,88,94,0.00574
s0312,train,128,9,128,11.0026,21,spinal_cord,83,79,0.00482
s0312,train,128,9,128,11.0026,21,rib_right_3,68,75,0.00458
s0312,train,128,9,128,11.0026,21,brachiocephalic_trunk,7,69,0.00421
s0312,train,128,9,128,11.0026,21,clavicula_left,11,67,0.00409
s0312,train,128,9,128,11.0026,21,subclavian_artery_left,87,55,0.00336
s0312,train,128,9,128,11.0026,21,scapula_right,80,51,0.00311
s0312,train,128,9,128,11.0026,21,common_carotid_artery_left,14,48,0.00293
s0312,train,128,9,128,11.0026,21,esophagus,18,45,0.00275
s0312,train,128,9,128,11.0026,21,brachiocephalic_vein_left,8,44,0.00269
s0312,train,128,9,128,11.0026,21,rib_right_1,66,44,0.00269
s0312,train,128,9,128,11.0026,21,rib_left_1,54,41,0.0025
s0312,train,128,9,128,11.0026,21,brachiocephalic_vein_right,9,33,0.00201
s0312,train,128,9,128,11.0026,21,common_carotid_artery_right,15,26,0.00159
s0313,train,128,27,128,8.5151,17,sacrum,78,368,0.02246
s0313,train,128,27,128,8.5151,17,iliopsoas_left,37,356,0.02173
s0313,train,128,27,128,8.5151,17,hip_left,29,325,0.01984
s0313,train,128,27,128,8.5151,17,hip_right,30,294,0.01794
s0313,train,128,27,128,8.5151,17,vertebrae_S1,105,294,0.01794
s0313,train,128,27,128,8.5151,17,iliopsoas_right,38,240,0.01465
s0313,train,128,27,128,8.5151,17,vertebrae_L5,104,198,0.01208
s0313,train,128,27,128,8.5151,17,autochthon_right,6,169,0.01031
s0313,train,128,27,128,8.5151,17,autochthon_left,5,139,0.00848
s0313,train,128,27,128,8.5151,17,gluteus_medius_left,24,89,0.00543
s0313,train,128,27,128,8.5151,17,gluteus_maximus_left,22,70,0.00427
s0313,train,128,27,128,8.5151,17,small_bowel,82,66,0.00403
s0313,train,128,27,128,8.5151,17,iliac_vena_left,35,56,0.00342
s0313,train,128,27,128,8.5151,17,gluteus_maximus_right,23,50,0.00305
s0313,train,128,27,128,8.5151,17,gluteus_medius_right,25,50,0.00305
s0313,train,128,27,128,8.5151,17,iliac_artery_left,33,35,0.00214
s0313,train,128,27,128,8.5151,17,iliac_vena_right,36,34,0.00208
s0314,train,128,113,128,9.9584,13,lung_lower_lobe_right,46,1015,0.06195
s0314,train,128,113,128,9.9584,13,stomach,86,340,0.02075
s0314,train,128,113,128,9.9584,13,lung_lower_lobe_left,45,207,0.01263
s0314,train,128,113,128,9.9584,13,spleen,84,168,0.01025
s0314,train,128,113,128,9.9584,13,liver,44,144,0.00879
s0314,train,128,113,128,9.9584,13,heart,28,123,0.00751
s0314,train,128,113,128,9.9584,13,costal_cartilages,16,118,0.0072
s0314,train,128,113,128,9.9584,13,lung_middle_lobe_right,47,112,0.00684
s0314,train,128,113,128,9.9584,13,autochthon_right,6,78,0.00476
s0314,train,128,113,128,9.9584,13,autochthon_left,5,77,0.0047
s0314,train,128,113,128,9.9584,13,aorta,3,63,0.00385
s0314,train,128,113,128,9.9584,13,inferior_vena_cava,39,43,0.00262
s0314,train,128,113,128,9.9584,13,vertebrae_T11,116,31,0.00189
s0315,train,128,86,128,10.5242,17,lung_upper_lobe_left,48,732,0.04468
s0315,train,128,86,128,10.5242,17,lung_lower_lobe_left,45,660,0.04028
s0315,train,128,86,128,10.5242,17,lung_lower_lobe_right,46,585,0.03571
s0315,train,128,86,128,10.5242,17,lung_middle_lobe_right,47,555,0.03387
s0315,train,128,86,128,10.5242,17,lung_upper_lobe_right,49,444,0.0271
s0315,train,128,86,128,10.5242,17,heart,28,178,0.01086
s0315,train,128,86,128,10.5242,17,aorta,3,129,0.00787
s0315,train,128,86,128,10.5242,17,vertebrae_T7,112,107,0.00653
s0315,train,128,86,128,10.5242,17,rib_left_7,60,86,0.00525
s0315,train,128,86,128,10.5242,17,rib_right_7,72,61,0.00372
s0315,train,128,86,128,10.5242,17,autochthon_left,5,45,0.00275
s0315,train,128,86,128,10.5242,17,pulmonary_vein,53,45,0.00275
s0315,train,128,86,128,10.5242,17,sternum,85,44,0.00269
s0315,train,128,86,128,10.5242,17,autochthon_right,6,37,0.00226
s0315,train,128,86,128,10.5242,17,scapula_right,80,31,0.00189
s0315,train,128,86,128,10.5242,17,atrial_appendage_left,4,30,0.00183
s0315,train,128,86,128,10.5242,17,scapula_left,79,25,0.00153
s0316,train,128,53,128,8.929,16,colon,13,821,0.05011
s0316,train,128,53,128,8.929,16,small_bowel,82,616,0.0376
s0316,train,128,53,128,8.929,16,hip_right,30,277,0.01691
s0316,train,128,53,128,8.929,16,hip_left,29,271,0.01654
s0316,train,128,53,128,8.929,16,gluteus_medius_left,24,263,0.01605
s0316,train,128,53,128,8.929,16,iliopsoas_left,37,237,0.01447
s0316,train,128,53,128,8.929,16,vertebrae_L5,104,197,0.01202
s0316,train,128,53,128,8.929,16,gluteus_medius_right,25,193,0.01178
s0316,train,128,53,128,8.929,16,iliopsoas_right,38,173,0.01056
s0316,train,128,53,128,8.929,16,autochthon_right,6,145,0.00885
s0316,train,128,53,128,8.929,16,autochthon_left,5,111,0.00677
s0316,train,128,53,128,8.929,16,sacrum,78,89,0.00543
s0316,train,128,53,128,8.929,16,iliac_vena_left,35,45,0.00275
s0316,train,128,53,128,8.929,16,spinal_cord,83,44,0.00269
s0316,train,128,53,128,8.929,16,vertebrae_S1,105,33,0.00201
s0316,train,128,53,128,8.929,16,iliac_vena_right,36,32,0.00195
s0319,train,128,112,128,10.7306,15,liver,44,1315,0.08026
s0319,train,128,112,128,10.7306,15,stomach,86,217,0.01324
s0319,train,128,112,128,10.7306,15,lung_lower_lobe_left,45,146,0.00891
s0319,train,128,112,128,10.7306,15,lung_lower_lobe_right,46,143,0.00873
s0319,train,128,112,128,10.7306,15,spleen,84,111,0.00677
s0319,train,128,112,128,10.7306,15,vertebrae_T10,115,108,0.00659
s0319,train,128,112,128,10.7306,15,colon,13,98,0.00598
s0319,train,128,112,128,10.7306,15,heart,28,97,0.00592
s0319,train,128,112,128,10.7306,15,costal_cartilages,16,78,0.00476
s0319,train,128,112,128,10.7306,15,autochthon_left,5,75,0.00458
s0319,train,128,112,128,10.7306,15,autochthon_right,6,69,0.00421
s0319,train,128,112,128,10.7306,15,aorta,3,47,0.00287
s0319,train,128,112,128,10.7306,15,lung_upper_lobe_left,48,45,0.00275
s0319,train,128,112,128,10.7306,15,esophagus,18,26,0.00159
s0319,train,128,112,128,10.7306,15,rib_left_9,62,26,0.00159
s0320,train,128,87,128,10.2504,17,small_bowel,82,416,0.02539
s0320,train,128,87,128,10.2504,17,liver,44,409,0.02496
s0320,train,128,87,128,10.2504,17,colon,13,239,0.01459
s0320,train,128,87,128,10.2504,17,vertebrae_L3,102,191,0.01166
s0320,train,128,87,128,10.2504,17,autochthon_left,5,158,0.00964
s0320,train,128,87,128,10.2504,17,kidney_left,42,151,0.00922
s0320,train,128,87,128,10.2504,17,kidney_right,43,148,0.00903
s0320,train,128,87,128,10.2504,17,autochthon_right,6,142,0.00867
s0320,train,128,87,128,10.2504,17,duodenum,17,126,0.00769
s0320,train,128,87,128,10.2504,17,stomach,86,123,0.00751
s0320,train,128,87,128,10.2504,17,aorta,3,97,0.00592
s0320,train,128,87,128,10.2504,17,pancreas,50,55,0.00336
s0320,train,128,87,128,10.2504,17,gallbladder,21,38,0.00232
s0320,train,128,87,128,10.2504,17,vertebrae_L2,101,38,0.00232
s0320,train,128,87,128,10.2504,17,iliopsoas_left,37,35,0.00214
s0320,train,128,87,128,10.2504,17,inferior_vena_cava,39,35,0.00214
s0320,train,128,87,128,10.2504,17,iliopsoas_right,38,33,0.00201
s0321,train,128,98,128,8.8274,14,liver,44,1592,0.09717
s0321,train,128,98,128,8.8274,14,spleen,84,329,0.02008
s0321,train,128,98,128,8.8274,14,stomach,86,163,0.00995
s0321,train,128,98,128,8.8274,14,pancreas,50,129,0.00787
s0321,train,128,98,128,8.8274,14,autochthon_right,6,99,0.00604
s0321,train,128,98,128,8.8274,14,autochthon_left,5,94,0.00574
s0321,train,128,98,128,8.8274,14,vertebrae_T12,117,89,0.00543
s0321,train,128,98,128,8.8274,14,colon,13,83,0.00507
s0321,train,128,98,128,8.8274,14,small_bowel,82,54,0.0033
s0321,train,128,98,128,8.8274,14,portal_vein_and_splenic_vein,51,48,0.00293
s0321,train,128,98,128,8.8274,14,inferior_vena_cava,39,39,0.00238
s0321,train,128,98,128,8.8274,14,lung_lower_lobe_right,46,39,0.00238
s0321,train,128,98,128,8.8274,14,costal_cartilages,16,33,0.00201
s0321,train,128,98,128,8.8274,14,aorta,3,32,0.00195
s0322,train,128,64,128,10.1698,19,lung_lower_lobe_right,46,790,0.04822
s0322,train,128,64,128,10.1698,19,lung_upper_lobe_left,48,697,0.04254
s0322,train,128,64,128,10.1698,19,lung_lower_lobe_left,45,605,0.03693
s0322,train,128,64,128,10.1698,19,lung_upper_lobe_right,49,564,0.03442
s0322,train,128,64,128,10.1698,19,heart,28,184,0.01123
s0322,train,128,64,128,10.1698,19,lung_middle_lobe_right,47,170,0.01038
s0322,train,128,64,128,10.1698,19,aorta,3,121,0.00739
s0322,train,128,64,128,10.1698,19,vertebrae_T6,111,62,0.00378
s0322,train,128,64,128,10.1698,19,autochthon_left,5,55,0.00336
s0322,train,128,64,128,10.1698,19,vertebrae_T7,112,52,0.00317
